smiles,name,drugname,description,drugbank_id,PubChem_CID
[H][C@@]12C[C@@H](O)[C@@]3([H])[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@]4([H])CC[C@]3(C)[C@@]1(C)C[C@H](OC(C)=O)\C2=C(\CCC=C(C)C)C(O)=O,Fusidic acid,Fusidic Acid,"An antibiotic isolated from the fermentation broth of Fusidium coccineum. (From Merck Index, 11th ed) It acts by inhibiting translocation during protein synthesis. It is often used topically in creams and eyedrops but is available in systemic formulations including tablets and injections.",DB02703,3000226.0
[H][C@@]12C[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,Estriol,Estriol,"A hydroxylated metabolite of estradiol or estrone that has a hydroxyl group at C3-beta, 16-alpha, and 17-beta position. Estriol is a major urinary estrogen. During pregnancy, large amount of estriol is produced by the placenta. Isomers with inversion of the hydroxyl group or groups are called epiestriol. Though estriol is used as part of the primarily North American phenomenon of bioidentical hormone replacement therapy, it is not approved for use by the FDA or Health Canada. It is however available in the United States by prescription filled only by compounding pharmacies. It has also been approved and marketed throughout Europe and Asia for approximately 40 years for the treatment of post-menopausal hot flashes.",DB04573,5756.0
[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(=O)NCO)=C(O)[C@H]2N(C)C)C(=O)C1=C(C(Cl)=CC=C1O)[C@@]3(C)O,Clomocycline,Clomocycline,Clomocycline is a tetracycline used to treat bacterial infections.,DB00453,54680675.0
[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC(Cl)=C1[C@@]3(C)O,Chlortetracycline,Chlortetracycline,"Chlortetracycline is a tetracycline antibiotic, and historically the first member of this class to be identified. It was discovered in 1945 by the scientist, Benjamin Minge Duggar, working at Lederle Laboratories under the supervision of Yellapragada Subbarow. He discovered that this antibiotic was the product of an actinomycete strain he cultured and obtained from a soil sample from a field in Missouri. The organism was named Streptomyces aureofaciens due to its gold-hued color.",DB09093,54708735.0
[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCN1CCCC1)=C(O)[C@H]2N(C)C,Rolitetracycline,Rolitetracycline,A pyrrolidinylmethyl tetracycline.,DB01301,54682938.0
[H][C@@]12C[C@@]3([H])C(C(=O)C4=C(O)C=CC=C4[C@@]3(C)O)=C(O)[C@]1(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C(O)[C@H]2N(C)C,Lymecycline,Lymecycline,"Lymecycline is a broad-spectrum second-generation tetracycline antibiotic used for the treatment of acne and other susceptible bacterial infections. It has been proven a cost-effective alternative to treatment with [minocycline] with comparable safety and efficacy. Lymecycline was initially discovered in 1961. It is marketed by Galderma and used in the UK as well as New Zealand in addition to other countries. Lymecycline is not marketed in the USA, however, equivalent drugs are available, such as minocycline and [tetracycline].",DB00256,54707177.0
[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Clobetasol propionate,Clobetasol Propionate,Clobetasol propionate is a prednisolone derivative with higher specificity for glucocorticoid receptors than mineralocorticoid receptors. It has demonstrated superior activity compared to [fluocinonide] and was first described in the literature in 1974.  Clobetasol Propionate was granted FDA approval on 27 December 1985.,DB01013,32798.0
[H][C@@]12C[C@H](CC)[C@]3([H])N(C1)CCC1=C(NC4=CC(=C(OC)C=C14)[C@@]1([H])C[C@]4([H])C(C(=O)OC)[C@@]([H])(CC5=C1NC1=CC=CC=C51)N(C)C\C4=C\C)[C@@]3(C2)C(=O)OC,Voacamine,Voacamine,Voacamine is an alkaloid isolated from the bark of the Pescheria fuchsiae folia tree. It is an antimalarial drug approved for use in several African countries. Voacamine is also under investigation for use in modulating multidrug-resistance in tumor cells.,DB04877,11953931.0
[H][C@@]12C[C@H](O)C[C@]3(O)C[C@H](O)[C@@H](C(O)=O)[C@]([H])(C[C@@H](O[C@]4([H])O[C@H](C)[C@@H](O)[C@H](N)[C@@H]4O)\C=C\C=C\C=C\C=C\C[C@@H](C)OC(=O)\C=C\[C@@]1([H])O2)O3,Natamycin,Natamycin,"Natamycin is a polyene macrolide antibiotic derived from Streptomyces natalensis, with a large lactone ring and sugar moieties. It is widely used as a food preservative and as an antifungal medication, particularly effective against fungal infections of the eye.",DB00826,5284447.0
[H][C@@]12C[C@]1([H])[C@@]1(C)C(=CC2=O)C(Cl)=C[C@@]2([H])[C@]3([H])CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@]12[H],Cyproterone acetate,Cyproterone acetate,"An anti-androgen that, in the form of its acetate (cyproterone acetate), also has progestational properties. It is used in the treatment of hypersexuality in males, as a palliative in prostatic carcinoma, and, in combination with estrogen, for the therapy of severe acne and hirsutism in females.",DB04839,9880.0
[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,Vindesine,Desacetylvinblastine amide,"Vindesine is a synthetic derivative of vinblastine, a naturally occurring vinca alkaloid. Vindesine binds to and stabilizes tubulin, thereby interrupting tubulin polymerization and preventing the formation of the mitotic spindle and cell division; treated cells are unable to undergo mitosis and are arrested in metaphase. This agent also disrupts macromolecular synthesis. (NCI04)",DB00309,40839.0
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC=C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Nalorphine,Nalorphine,"Nalorphine is a mixed opioid agonist–antagonist. It acts at two opioid receptors—at the mu receptor it has antagonistic effects, and at the kappa receptors it exerts high-efficacy agonistic characteristics. It is used to reverse opioid overdose and (starting in the 1950s) in a challenge test to determine opioid dependence.",DB11490,
[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Ethylmorphine,Ethylmorphine,A narcotic analgesic and antitussive. It is metabolized in the liver by ethylmorphine-N-demethylase and used as an indicator of liver function. It is not marketed in the US but is approved for use in various countries around the world. In the US it is a schedule II drug (single-entity) and schedule III drug (in combination products).,DB01466,5359271.0
[H][C@@]12OC3=C(OCCN4CCOCC4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Pholcodine,Pholcodine,Pholcodine formula is 3-o-morpholinoethylmorphine and it is classified as an antitussive which is defined as an opioid cough suppressant. It belongs to the opioid family of compounds and it is widely used. Pholcodine activity is the suppression of unproductive cough and it also has a mild sedative effect with little or no analgesic effects. Pholcodine is not prescribed in the United States where it is classed as a Schedule I drug. It is categorized as Class B drug in the UK and officially taken out of the shelves in 2008. Pholcodine is not approved in Canada.,DB09209,5311356.0
[H][C@@]12[C@@H](O)[C@]3([H])C(=C)C4=C(C(O)=CC=C4)C(=O)C3=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C,Metacycline,Methacycline,A broad-spectrum semisynthetic antibiotic related to tetracycline but excreted more slowly and maintaining effective blood levels for a more extended period.,DB00931,54675785.0
[H][C@](NC(=O)N1CCNC1=O)(C(=O)N[C@@H]1C(=O)N2[C@@H](C(O)=O)C(C)(C)S[C@]12[H])C1=CC=CC=C1,Azlocillin,Azlocillin,Azlocillin is a semisynthetic ampicillin-derived acylureido penicillin.,DB01061,6479523.0
[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,Clobetasone,Clobetasone,"Clobetasone is a corticosteroid that is often employed topically as a treatment for a variety of conditions such as eczema, psoriasis, various forms of dermatitis, and also for certain ophthalmologic conditions. Topical clobetasone butyrate has shown minimal suppression of the Hypothalamic-pituitary-adrenal axis.",DB13158,71387.0
[H][C@]1(CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1O)C(C)=C.[H][C@@]12CCC(C)=C[C@@]1([H])C1=C(O)C=C(CCCCC)C=C1OC2(C)C,Nabiximols,Nabiximols,"Nabiximols (tradename Sativex?) is a whole plant extract from the Cannabis species Cannabis sativa L. that has been purified into the active components CBD (cannabidiol) and THC (delta-9-tetrahydrocannabinol). For trademark purposes, purified CBD is branded as Nabidiolex?, while THC is purified as the product Tetrabinex?. Sativex? is available in a 1:1 formulation of THC:CBD as an oro-mucosal pump spray used for treatment of neuropathic pain from Multiple Sclerosis (MS) and for intractable cancer pain. Although still largely debated, Cannabis has been shown to have analgesic, anticonvulsant, muscle relaxant, anxiolytic, neuroprotective, anti-oxidant, and anti-psychotic activity.   From a pharmacological perspective, Cannabis' diverse receptor profile explains its potential application for such a wide variety of medical conditions. Cannabis contains more than 400 different chemical compounds, of which 61 are considered cannabinoids, a class of compounds that act upon cannabinoid receptors of the body. Tetrahydrocannabinol (THC) and cannabidiol (CBD) are two types of cannabinoids found naturally in the resin of the marijuana plant, both of which interact with the cannabinoid receptors found in the human body. While both CBD and THC are used for medicinal purposes, they have different receptor activity, function, and physiological effects. While cannabis in its natural plant form is currently used ""off-label"" for the management of many medical conditions, THC is currently commercially available in synthetic form as [DB00486], as purified isomer as [DB00470], or in a 1:1 formulation with CBD from purified plant extract as [DB14011].  The primary psychoactive component of Cannabis, delta 9-tetrahydrocannabinol (Δ9-THC), demonstrates its effects through weak partial agonist activity at Cannabinoid-1 (CB1R) and Cannabinoid-2 (CB2R) receptors. This activity results in the well-known effects of smoking cannabis such as increased appetite, reduced pain, and changes in emotional and cognitive processes. In contrast to THC's weak agonist activity, CBD has been shown to act as a negative allosteric modulator of the cannabinoid CB1 receptor, the most abundant G-Protein Coupled Receptor (GPCR) in the body. Allosteric regulation is achieved through the modulation of receptor activity on a functionally distinct site from the agonist or antagonist binding site. The negative allosteric modulatory effects of CBD are therapeutically important as direct agonists are limited by their psychomimetic effects while direct antagonists are limited by their depressant effects.   In Canada, Sativex? has received a Notice of Compliance (NOC) for use as an as adjunctive treatment for symptomatic relief of spasticity in patients with multiple sclerosis (MS) who have not responded adequately to other therapy and who demonstrate meaningful improvement during an initial trial of therapy.   Sativex? has also received a Notice of Compliance with Conditions (NOC/c) for use as an adjunctive treatment for the symptomatic relief of neuropathic pain in adult patients with multiple sclerosis (MS) and as adjunctive analgesic treatment in adult patients with advanced cancer who experience moderate to severe pain during the highest tolerated dose of strong opioid therapy for persistent background pain.",DB14011,
[H][C@]1(NC(=O)[C@@]([H])(NC(=O)[C@@H](CC2=CC=C(OCC)C=C2)NC(=O)CCSSC[C@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)[C@@H](C)CC)[C@@H](C)O,Atosiban,Atosiban,"Atosiban is an inhibitor of the hormones oxytocin and vasopressin. It is used intravenously to halt premature labor. Although initial studies suggested it could be used as a nasal spray and hence would not require hospital admission, it is not used in that form. Atobisan was developed by the Swedish company Ferring Pharmaceuticals. It was first reported in the literature in 1985. Atosiban is licensed in proprietary and generic forms for the delay of imminent pre-term birth in pregnant adult women.",DB09059,
[H][C@]1(NC(=O)[C@H](CC2=CC=C(OC)C=C2)NC(=O)CCCSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)[C@@H](C)CC,Carbetocin,Carbetocin,"Carbetocin is a drug used to control postpartum hemorrhage, bleeding after giving birth. It is an analogue of oxytocin, and its action is similar to that of oxytocin -- it causes contraction of the uterus.",DB01282,16681432.0
[H][C@]1(O)CC[C@@]2([H])[C@]3([H])CCC4=CC(OC(=O)C5=CC=CC=C5)=CC=C4[C@@]3([H])CC[C@]12C,Estradiol benzoate,Estradiol Benzoate,"Estradiol Benzoate is a pro-drug ester of [DB00783], a naturally occurring hormone that circulates endogenously within the human body. Estradiol is the most potent form of all mammalian estrogenic steroids and acts as the major female sex hormone. As a pro-drug of estradiol, estradiol benzoate therefore has the same downstream effects within the body through binding to the Estrogen Receptor (ER) including ERα and ERβ subtypes, which are located in various tissues including in the breasts, uterus, ovaries, skin, prostate, bone, fat, and brain.  [DB00783] is commonly produced with an ester side-chain as endogenous estradiol has very low oral bioavailability on its own (2-10%). First-pass metabolism by the gut and the liver quickly degrades the estradiol molecule before it gets a chance to enter systemic circulation and exert its estrogenic effects. Esterification of estradiol aims to improves absorption and bioavailability after oral administration (such as with Estradiol valerate) or to sustain release from depot intramuscular injections (such as with Estradiol Cypionate) through improved lipophilicity. Following absorption, the esters are cleaved, resulting in the release of endogenous estradiol, or 17β-estradiol. Ester pro-drugs of estradiol are therefore considered to be bioidentical forms of estrogen.  Estradiol benzoate is not currently available in Canada or the US.",DB13953,222757.0
[H][C@]1(O[C@]1([H])C(=O)CC\C=C\C\C=C\C)C(N)=O,Cerulenin,Cerulenin,"Cerulenin is an antifungal agent whose activity interferes with or otherwise acts to prevent the formation of fatty acids and sterols. In fatty acid synthesis, reported to bind in equimolar ratio to b-keto-acyl-ACP synthase. In sterol synthesis, inhibits HMG-CoA synthetase activity. It is also shown to inhibit feeding and induce dramatic weight loss in mice. It is found naturally in the Cephalosporium caerulensfungus.",DB01034,28517.0
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C1=CNC3=CC=CC=C13)N2C,Tropisetron,Tropisetron,"Tropisetron is an indole derivative with antiemetic activity. As a selective serotonin receptor antagonist, tropisetron competitively blocks the action of serotonin at 5HT3 receptors, resulting in suppression of chemotherapy- and radiotherapy-induced nausea and vomiting.  Tropisetron appears to be well tolerated with the most frequently reported adverse effect being headache. Extrapyramidal side effects are rare upon using tropisetron.",DB11699,656665.0
[H][C@]12CN(C[C@]1([H])OCCN2)C1=C(F)C=C2C(=O)C(=CN(C3CC3)C2=C1C#N)C(O)=O,Finafloxacin,Finafloxacin,"Finafloxacin is a fluoroquinolone antibiotic indicated in the treatment of acute otitis externa (swimmer's ear) caused by the bacteria Pseudomonas aeruginosa and Staphylococcus aureus. Finafloxacin is marketed by Novartis under the brand Xtoro?, and was approved by the FDA in December 2014.",DB09047,11567473.0
[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(OC)C(OC)=C1)C1=CC3=C(OCO3)C=C1[C@@H]2O,Podofilox,Podofilox,"This molecule is derived from the podophyllotoxin, a natural product extracted from the roots and rhizomes of Podophyllum species. It has a complex fused ring structure and is used topically to treat genital warts by inhibiting cell division.",DB01179,10607.0
[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,Quinagolide,Quinagolide,"Quinagolide is a non-ergot-derived selective dopamine D2 receptor agonist used for the treatment of elevated levels of prolactin or hyperprolactinaemia. Hyperprolalctinaemia is associated with gonadal dysfunction, including infertility and reduced libido, as well as long-term complications such as osteoporosis. Newer dopamine receptor agonists such as quinagolide and [DB00248] are shown to effectively inhibit prolactin secretion with improved efficacy over [DB01200]. These drugs are effective in patients who are intolerant or resistant to [DB01200]. Quinagolide exists as a racemate and its relevant clinical activity is mediated predominantly by the (-) enantiomer. It is typically present in the hydrochloride salt form and is marketed as oral tablets under the brand name Norprolac contained as a racemate. Quinagolide is currently available in several countries including Canada, but not approved for treatment in the United States.",DB09097,3086401.0
[H][C@]12C[C@@H](OC(=O)C=CC3=CC(OC)=C(OC)C(OC)=C3)[C@H](OC)[C@@H](C(=O)OC)[C@@]1([H])C[C@@]1([H])N(CCC3=C1NC1=C3C=CC(OC)=C1)C2,Rescinnamine,Recinnamine,"Recinnamine is structurally similar to reserpine and is used for its antihypertensive properties. It includes a steroidal backbone fused with indole and pyridine rings, demonstrating its complex biosynthesis.",DB01180,32681.0
[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)C(C(O)=O)C1=CC=C(O)C=C1)OC)C(O)=O,Latamoxef,Latamoxef,Latamoxef is a broad- spectrum beta-lactam antibiotic similar in structure to the cephalosporins except for the substitution of an oxaazabicyclo moiety for the thiaazabicyclo moiety of certain cephalosporins. It has been proposed especially for the meningitides because it passes the blood-brain barrier and for anaerobic infections.,DB04570,47499.0
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C(C(=O)OC1=CC2=C(CCC2)C=C1)C1=CC=CC=C1)C(O)=O,Carindacillin,Carbenicillin indanyl,Carindacillin or Carbenicillin isdanyl was an oral penicillin prodrug of [carbenicillin] marketed by Pfizer as Geocillin. It is no longer marketed in the United States.,DB09319,
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1(N)CCCCC1)C(O)=O,Cyclacillin,Cyclacillin,A cyclohexylamido analog of penicillanic acid.,DB01000,19003.0
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,Flucloxacillin,Flucloxacillin,Antibiotic analog of [cloxacillin].,DB00301,21319.0
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,Pivampicillin,Pivampicillin,Pivalate ester analog of ampicillin.,DB01604,33478.0
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@@]2([H])S(=O)(=O)C1(C)C,Sultamicillin,Sultamicillin,Sultamicillin has been used in trials studying the prevention and treatment of Ventilator Associated Pneumonia and Chronic Obstructive Pulmonary Disease (COPD).,DB12127,444022.0
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N=[N+]=[N-])C1=CC=CC=C1)C(O)=O,Azidocillin,Azidocillin,Azidocillin is a penicillin antibiotic similir to ampicillin.,DB08795,15574941.0
[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)CC#N)C(O)=O,Cefacetrile,Cefacetrile,A derivative of 7-aminocephalosporanic acid.,DB01414,91562.0
[H][C@]12SCC(COC(C)=O)=C(N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,Cephaloglycin,Cephaloglycin,A cephalorsporin antibiotic that is no longer commonly used.,DB00689,19150.0
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O,Cefpiramide,Cefpiramide,Cefpiramide is a third-generation cephalosporin antibiotic.,DB00430,636405.0
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSC[C@@H](N)C(O)=O)OC)C(O)=O,Cefminox,Cefminox,Cefminox (INN) is a second generation cephalosporin antibiotic. It is approved for use in Japan.,DB09062,
[H][C@]12SCC(CSC3=NN=NN3CC(O)=O)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1CN)C(O)=O,Ceforanide,Ceforanide,"Ceforanide is administered parenterally. It has a longer elimination half-life than any currently available cephalosporin. Its activity is very similar to that of cefamandole, another second-generation cephalosporin antibiotic, except that ceforanide is less active against most gram-positive organisms. Many coliforms, including Escherichia coli, Klebsiella, Enterobacter, and Proteus, are susceptible to ceforanide, as are most strains of Salmonella, Shigella, Hemophilus, Citrobacter and Arizona species.",DB00923,43507.0
[H][C@]12SCC(CSC3=NN=NN3CCN(C)C)=C(N1C(=O)[C@H]2NC(=O)CC1=CSC(N)=N1)C(O)=O,Cefotiam,Cefotiam,One of the cephalosporins that has a broad spectrum of activity against both gram-positive and gram-negative microorganisms.,DB00229,43708.0
[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)CC1=CC=CS1)C([O-])=O,Cefaloridine,Cephaloridine,Cephaloridine or cefaloridine is a first generation semisynthetic cephalosporin. It is derived from cephalosporin C and is a zwitterion at physiological pH.,DB09008,5773.0
[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,Metocurine iodide,Metocurine Iodide,Metocurine iodide is a benzylisoquinolinium competitive nondepolarizing neuromuscular blocking agent. It is used as an anesthesia adjunct to induce skeletal muscle relaxation and to reduce the intensity of muscle contractions in convulsive therapy Metocurine iodide has a moderate risk of inducing histamine release and has some ganglion blocking activity. Metocurine iodide can be used most advantageously if muscle twitch response to peripheral nerve stimulation is monitored to assess degree of muscle relaxation. Metocurine Iodide is no longer available on the US market.,DB00416,24244.0
[I-].[I-].[I-].CC[N+](CC)(CC)CCOC1=CC=CC(OCC[N+](CC)(CC)CC)=C1OCC[N+](CC)(CC)CC,Gallamine triethiodide,Gallamine Triethiodide,"A synthetic nondepolarizing blocking drug. The actions of gallamine triethiodide are similar to those of tubocurarine, but this agent blocks the cardiac vagus and may cause sinus tachycardia and, occasionally, hypertension and increased cardiac output. It should be used cautiously in patients at risk from increased heart rate but may be preferred for patients with bradycardia. (From AMA Drug Evaluations Annual, 1992, p198)",DB00483,6172.0
[K+],Potassium cation,Potassium Cation,"Potassium is the major cation (positive ion) inside animal cells, while sodium is the major cation outside animal cells. The concentration differences of these charged particles causes a difference in electric potential between the inside and outside of cells, known as the membrane potential. The balance between potassium and sodium is maintained by ion pumps in the cell membrane. The cell membrane potential created by potassium and sodium ions allows the cell generate an action potential—a ""spike"" of electrical discharge. The ability of cells to produce electrical discharge is critical for body functions such as neurotransmission, muscle contraction, and heart function. Potassium is also an essential mineral needed to regulate water balance, blood pressure and levels of acidity.",DB01345,5462222.0
[K+].[K+].OP([O-])([O-])=O,Dipotassium phosphate,Dipotassium phosphate,Dipotassium phosphate (K2HPO4) is a highly water-soluble salt often used as a fertilizer and food additive as a source of phosphorus and potassium as well as a buffering agent.,DB09414,24450.0
[Li+],Lithium cation,Lithium Cation,"Lithium was used during the 19th century to treat gout. Lithium salts such as lithium carbonate (Li2CO3), lithium citrate, and lithium orotate are mood stabilizers. They are used in the treatment of bipolar disorder, since unlike most other mood altering drugs, they counteract both mania and depression. Lithium can also be used to augment other antidepressant drugs. It is also sometimes prescribed as a preventive treatment for migraine disease and cluster headaches. The active principle in these salts is the lithium ion Li+, which having a smaller diameter, can easily displace K+ and Na+ and even Ca+2, in spite of its greater charge, occupying their sites in several critical neuronal enzymes and neurotransmitter receptors.",DB01356,28486.0
[Mg++].C[N+](C)(C)CCO.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,Choline magnesium trisalicylate,Choline magnesium trisalicylate,"Choline magnesium trisalicylate is a non-acetylated salicylate used widely as a nonsteroidal anti-inflammatory drug. Trisalicylate significantly reduces methotrexate renal clearance, displacing methotrexate from protein, increasing the fraction unbound by 28%.",DB01401,54682045.0
[Mg++].OC1=CC=CC=C1C([O-])=O.OC1=CC=CC=C1C([O-])=O,Magnesium salicylate,Magnesium Salicylate,"Magnesium salicylate is a non-steroidal anti-inflammatory drug (NSAID) used to treat mild to moderate pain. It is available in several over-the-counter (OTC) formulations. Though the recommended doseage is 1160 mg every six hours, per package directions of the Doan's OTC brand (580 mg magnesium salicylate tetrahydrate, equivalent to 934.4 mg anhydrous magnesium salicylate), effective pain relief is often found with a half dosage, with reduced anti-inflammatory results.",DB01397,54684589.0
[Mg++].[Mg++].[O-][Si](=O)O[Si]([O-])([O-])O[Si]([O-])=O,Magnesium trisilicate,Magnesium Trisilicate,Magnesium trisilicate is an inorganic compound that is used as an antacid in the treatment of peptic ulcers.,DB09281,5311266.0
[O--].[O--].[O--].[Al+3].[Al+3],Aluminum oxide,Aluminum Oxide,"Aluminum oxide has a chemical formula Al2O3. It is amphoteric in nature, and is used in various chemical, industrial and commercial applications. It is considered an indirect additive used in food contact substances by the FDA.",DB11342,9989226.0
[O--].[O--].[O--].[Mg++].[Si+4],Magnesium silicate,Magnesium silicate,"This molecule is commonly known as talc. Structurally, it involves magnesium and silicon cations coordinated with oxygen atoms. It is widely used in various industries for purposes such as a moisture absorber in cosmetics, a filler in paper production, and as a food additive.",DB13249,
[O-]S(=O)(=O)C1=CC=CC=C1.[O-]S(=O)(=O)C1=CC=CC=C1.COC1=CC2=C(C=C1OC)C(CC1=CC(OC)=C(OC)C=C1)[N+](C)(CCC(=O)OCCCCCOC(=O)CC[N+]1(C)CCC3=C(C=C(OC)C(OC)=C3)C1CC1=CC(OC)=C(OC)C=C1)CC2,Atracurium besylate,Atracurium Besylate,A non-depolarizing neuromuscular blocking agent with short duration of action. Its lack of significant cardiovascular effects and its lack of dependence on good kidney function for elimination provide clinical advantage over alternate non-depolarizing neuromuscular blocking agents.,DB00732,47320.0
[O-][N+](=O)OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,Pentaerythritol tetranitrate,Pentaerythritol tetranitrate,"Pentaerythritol tetranitrate is the nitrate ester of pentaerythritol that possesses explosive properties. When mixed with a plasticizer, this chemical forms a plastic explosive. It is recognized by the FDA to be a coronary vasodilator in the treatment of heart conditions such as angina.  It is a pentaerythritol nitrate in which all four hydroxy groups of pentaerythritol have been converted to the corresponding nitrate ester. It is a vasodilator with properties that are quite similar to those of glyceryl trinitrate, however, with a more prolonged duration of action. It is also one of the most powerful high explosives known and is a component of the plastic explosive known as Semtex.  PETN has the chemical formula C5H8N4O12. It is formed by reacting pentaerythritol (C5H12O4), an alcohol commonly used in paints and varnishes, with nitric acid (HNO2). The reacting solution is chilled to precipitate the PETN.  It is then filtered out, washed, dried, and recrystallized to produce a colorless crystalline material that is stored and shipped as a mixture with water and alcohol.  Interestingly, this drug was studied for potential benefits in chronic ischemic heart failure patients.  PETN targeting reactive oxygen species generation halted the changes of mitochondrial antioxidant enzymes and progressive fibrotic remodeling, leading to amelioration of cardiac functional performance in rats with ischemic heart failure.",DB06154,6518.0
[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,Nicorandil,Nicorandil,"Nicorandil is an orally efficacious vasodilatory drug and antianginal agent marketed in the UK, Australia, most of Europe, India, Philippines, Japan, South Korea, and Taiwan. It is not an approved drug by FDA. It is a niacinamide derivative that induces vasodilation of arterioles and large coronary arteries by activating potassium channels. It is often used for patients with angina who remain symptomatic despite optimal treatment with other antianginal drugs. Nicorandil is a dual-action potassium channel opener that relaxes vascular smooth muscle through membrane hyperpolarization via increased transmembrane potassium conductance and increased intracellular concentration of cyclic GMP. It is shown to dilate normal and stenotic coronary arteries and reduces both ventricular preload and afterload.",DB09220,47528.0
[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,Erythrityl tetranitrate,Erythrityl tetranitrate,"A vasodilator with general properties similar to nitroglycerin. (From Martindale, The Extra Pharmacopoeia, 30th ed, p1020)",DB01613,5284553.0
